artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Gatlin,What If I Love You,What If I Love You,69,158360,False,0.743,0.666,11,-8.337,1,0.0546,0.432,1.77e-05,0.129,0.492,101.002,4,electro
The Libertines,What a Waster / I Get Along (Live at the ICA 3.6.02),What a Waster,24,181053,True,0.27,0.918,9,-2.986,0,0.0657,0.00458,2.47e-06,0.322,0.392,85.792,4,garage
FantasticYouth,小喋日和,小喋日和,62,227625,False,0.718,0.803,6,-4.983,1,0.0318,0.182,1.85e-06,0.111,0.889,110.009,4,anime
Dimitri Vegas & Like Mike;David Guetta;Daddy Yankee;Afro Bros;Natti Natasha;Dimitri Vegas;Bassjackers,Tomorrowland 2019 EP,Instagram - Bassjackers Remix,49,217178,True,0.494,0.823,6,-3.877,1,0.0813,0.025,0.00101,0.209,0.291,128.037,4,progressive-house
Milionário & José Rico,Volume 14 (Lembrança),Duas camisas - Agora você vai decidir,44,202546,False,0.529,0.47,0,-5.708,1,0.0276,0.505,0.0,0.17,0.605,77.256,3,sertanejo
Alter Bridge,Blackbird,Ties That Bind,53,199480,False,0.158,0.976,7,-4.57,0,0.379,0.000317,0.000138,0.318,0.125,78.583,4,grunge
Patton Oswalt,Finest Hour,The Power of Jesus,23,175333,True,0.614,0.916,0,-5.897,1,0.944,0.82,0.0,0.772,0.243,78.724,5,comedy
Todd Glass,Thin Pig,Relationships,21,230066,True,0.552,0.739,6,-6.162,1,0.861,0.833,0.0,0.965,0.764,127.124,3,comedy
Weezer,Weezer,Only In Dreams,57,479066,False,0.507,0.535,1,-9.051,1,0.0261,0.00215,0.495,0.111,0.403,78.049,4,power-pop
The Chainsmokers;Halsey,Closer,Closer,84,244960,False,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,4,dance
Şebnem Ferah,Can Kırıkları,Delgeç,38,255047,False,0.446,0.872,9,-3.133,0,0.057,0.0214,2.65e-06,0.0537,0.424,94.707,4,turkish
Bullet Bane,BLLT,Sentir,35,211001,False,0.474,0.771,11,-6.517,0,0.0418,0.0518,0.0,0.13,0.422,136.08,4,hardcore
Nusrat Fateh Ali Khan,Best Urdu Qawwalies,Kali Kali Zulfon Ke Phande Na,53,859345,False,0.4,0.694,3,-8.486,1,0.0621,0.573,0.0,0.874,0.727,153.902,3,indian
Monique Ford,Get a Maid,All of My Love,34,277840,False,0.894,0.426,10,-6.192,0,0.0768,0.26,2.28e-05,0.0601,0.799,99.994,4,blues
DJ Herzbeat;Sonia Liebing,Maybe,Maybe,29,180132,False,0.73,0.902,0,-4.697,1,0.0516,0.00184,0.0,0.431,0.749,126.054,4,party
Alejandro Sanz,Grandes exitos 1991-2004 (Deluxe edition),Y sólo se me ocurre amarte,28,277226,False,0.677,0.843,11,-6.039,0,0.0279,0.429,1.25e-05,0.973,0.768,145.965,4,spanish
Hayki;Hayko Cepkin,OL,Çoban Yıldızı (feat. Hayko Cepkin),41,198803,False,0.791,0.727,6,-6.154,0,0.196,0.181,0.0,0.118,0.719,139.974,4,turkish
Stonewall Jackson,Here's To Hank,A Mansion On the Hill,12,157893,False,0.583,0.354,9,-10.578,1,0.0332,0.653,3.02e-06,0.246,0.533,115.557,4,honky-tonk
Sachin Warrier,Johny Johny Yes Appa (Original Motion Picture Soundtrack),Ente Maathram,28,219731,False,0.635,0.357,4,-10.154,1,0.0315,0.86,2.4e-05,0.087,0.418,122.951,1,malay
Árbol,Escapar,Escapar,38,176643,False,0.45,0.755,0,-5.872,1,0.0316,0.0139,0.0,0.17,0.243,179.886,3,punk-rock
Napalm Death,Utopia Banished,Aryanisms,12,188173,False,0.252,0.957,1,-11.307,1,0.0685,1.24e-05,0.435,0.0934,0.129,102.035,4,grindcore
Inner Circle,Blazzin' Fire,Sweat (A La La La La Long),72,227067,False,0.787,0.728,0,-7.705,1,0.218,0.0124,0.0,0.157,0.94,173.026,4,reggae
Tove Lo;Channel Tres,Dirt Femme,Attention Whore (feat. Channel Tres),63,190835,True,0.749,0.694,8,-8.879,0,0.0951,0.0134,0.765,0.136,0.688,123.037,4,swedish
Carl Marshall,"Songs People Love the Most, Vol. 1: Deluxe Edition",Good Loving Will Make You Cry (Remastered),36,352280,False,0.7,0.71,5,-4.351,1,0.0394,0.304,0.0,0.105,0.452,80.515,4,blues
Mägo de Oz,Rarezas,El Que Quiera Entender Que Entienda (Radio Edit),26,364576,False,0.449,0.932,0,-4.57,1,0.136,0.0401,7.57e-05,0.215,0.339,151.801,4,spanish
ILLENIUM,Take You Down,Take You Down,46,221294,False,0.285,0.694,11,-3.358,1,0.0482,0.511,0.000128,0.374,0.163,170.124,4,dubstep
Raça Negra,Raça Negra - Vol. 7,Me Dê uma Chance,43,230000,False,0.45,0.419,4,-12.816,1,0.0357,0.651,0.0,0.325,0.207,118.473,4,pagode
Pink Noise,Pink Noise Rain Sounds,Pouring Rain (Loop with No Fade),35,126000,False,0.154,0.451,1,-27.582,1,0.159,0.000405,0.995,0.3,0.0103,132.249,3,sleep
Revol;J Balvin;Bad Bunny;Arcangel;De La Ghetto,Halloween 2022 Perreo Vol. 4,Dime,3,284626,False,0.771,0.66,11,-5.067,0,0.114,0.369,0.0,0.119,0.423,135.965,4,reggae
Enslaved,Riitiir,Riitiir,16,326133,False,0.2,0.954,1,-5.606,1,0.0697,2.5e-06,0.00882,0.306,0.24,104.1,4,black-metal
Bawari Basanti;Ejaz;Sean,Chalein Kahin,Chalein Kahin,38,243200,False,0.54,0.455,2,-7.4,1,0.0255,0.608,0.0,0.346,0.203,75.038,4,songwriter
Hatred Surge,Human Overdose,Four Walls,13,59305,False,0.131,0.981,6,-6.633,1,0.173,2.18e-06,0.734,0.201,0.0396,180.801,4,grindcore
The Vines,Highly Evolved,Get Free,65,126573,False,0.502,0.978,7,-3.278,1,0.0649,0.000163,1.27e-06,0.287,0.603,138.811,4,garage
Felix Jaehn;Jasmine Thompson,Autumn Vibes 2022,Ain't Nobody (Loves Me Better),0,186146,False,0.778,0.566,2,-6.969,0,0.0314,0.681,0.000241,0.0696,0.454,117.976,4,house
SOPHIE,OIL OF EVERY PEARL'S UN-INSIDES,It's Okay To Cry,44,230624,False,0.579,0.232,8,-18.228,1,0.0434,0.395,0.0553,0.344,0.2,127.151,4,club
Ben Howard,I Forget Where We Were,Time Is Dancing,52,409160,False,0.404,0.534,10,-13.012,1,0.0435,0.82,0.708,0.107,0.182,150.896,4,british
Giacomo Puccini;Luciano Pavarotti;John Alldis Choir;Wandsworth School Boys Choir;London Philharmonic Orchestra;Zubin Mehta,Puccini: Turandot - Highlights,"Turandot, SC 91 / Act III: ""Nessun dorma!""",61,177333,False,0.212,0.301,2,-12.505,1,0.0384,0.963,0.0033,0.13,0.0798,84.025,4,opera
ssshhhiiittt!,Третья жизнь,засыпай,55,247678,True,0.521,0.838,8,-6.754,0,0.0409,0.00684,5.49e-06,0.0964,0.39,103.951,4,punk
Pritam;Arijit Singh;Neha Kakkar;Meet Bros.,Raabta,Main Tera Boyfriend,59,276153,False,0.841,0.914,11,-3.917,0,0.0613,0.0958,0.0,0.115,0.651,104.014,4,indian
Stefan Peters,Engel in Palermo (feat. Matty Valentino),Engel in Palermo (feat. Matty Valentino) - Party-Version,32,218213,False,0.654,0.985,5,-3.924,1,0.0358,0.036,9.1e-05,0.34,0.738,132.001,4,disco
Ndee Naldinho,Preto do Gueto (Deluxe),Aquela Mina É Firmeza,43,432962,False,0.54,0.752,7,-7.536,1,0.0705,0.31,0.0,0.221,0.611,80.888,4,r-n-b
Karthik Rao;Noxious D,Cubicles (A TVF Original Series Soundtrack),Pal Wahi Hai,31,272125,False,0.751,0.623,2,-9.098,1,0.0681,0.618,0.00258,0.139,0.509,97.956,4,singer-songwriter
Alberto Vazquez,Dieciseis Toneladas,Olvida,32,170657,False,0.725,0.419,10,-8.079,1,0.0329,0.661,0.000817,0.184,0.697,129.127,4,rock-n-roll
Malena Muyala,Temporal,Aquí,20,273907,False,0.594,0.254,4,-12.33,0,0.0305,0.908,0.00126,0.117,0.311,111.675,4,tango
Panteon Rococo,Panteón Rococó,Que Pasará,47,240373,False,0.736,0.878,0,-5.185,1,0.0654,0.0263,0.0,0.112,0.833,160.078,4,alt-rock
The Red Jumpsuit Apparatus,Don't You Fake It,False Pretense,64,149640,False,0.509,0.93,0,-2.689,0,0.0474,0.00137,0.0,0.152,0.783,154.946,4,punk
Ellie Goulding;Juice WRLD,pov: it's 2019,Hate Me,0,186226,False,0.658,0.791,8,-4.66,1,0.0512,0.102,0.0,0.139,0.744,75.017,4,edm
Knee Deep,Big Love EP,Darlin,31,374063,False,0.791,0.744,11,-5.84,1,0.082,0.000967,0.946,0.0437,0.786,126.016,4,deep-house
Galenskaparna & After Shave,En gó box,Husvagn,42,155200,False,0.72,0.479,4,-9.274,1,0.0404,0.485,0.0,0.32,0.781,106.366,4,swedish
Korol i Shut,Акустический альбом,Прыгну со скалы,52,190506,False,0.304,0.764,9,-5.602,0,0.0634,0.249,0.0,0.263,0.353,151.98,4,punk-rock
ZABO;ARIUS,Death On The Dance Floor,Death On The Dance Floor,29,214406,False,0.684,0.945,1,-2.583,1,0.0854,0.0184,0.782,0.172,0.0829,100.036,4,club
Tony Dize;Yandel,Última Misión Reggaeton,Permitame,0,185013,False,0.63,0.669,8,-6.974,1,0.148,0.0291,0.0,0.159,0.904,214.024,4,latino
Aine Minogue,Celtic Meditation Music,Dark Island,24,339946,False,0.459,0.0693,7,-16.811,1,0.0309,0.962,0.106,0.0931,0.253,90.033,3,new-age
Tak Dec,Playlist Nature Walking (Tour 1),"2,20 Minutes Foot Walk - Club In Motion Mix",17,140492,False,0.806,0.744,1,-3.826,1,0.0972,0.000154,0.529,0.4,0.059,124.006,4,minimal-techno
David Tao,I'm O.K.,天天,49,255200,False,0.522,0.551,2,-6.908,0,0.0339,0.275,0.0,0.123,0.158,120.976,4,mandopop
Yuvan Shankar Raja;Sid Sriram,"High On Love (From ""Pyaar Prema Kaadhal"" Original Motion Picture Soundtrack)",High On Love,65,240169,False,0.627,0.779,4,-4.944,0,0.0392,0.214,9.34e-06,0.112,0.619,149.929,4,k-pop
Taproot,Music as a Weapon II,Poem - Live Version,26,199093,False,0.44,0.984,11,-4.715,0,0.0816,0.00395,0.00108,0.897,0.417,108.256,4,industrial
The Coasters,R'n'B Studying,Shoppin' for Clothes,0,178880,False,0.613,0.229,7,-14.887,0,0.353,0.683,0.0,0.197,0.578,85.854,4,blues
Exaltasamba,Bis - ExaltaSamba,Louca Paixão,46,236800,False,0.565,0.455,7,-13.877,1,0.0303,0.258,3.17e-05,0.0706,0.43,137.997,4,pagode
Emeli Sandé,Our Version Of Events (Special Edition),"Read All About It, Pt. III",68,283706,False,0.63,0.44,2,-7.186,1,0.0249,0.822,3.87e-06,0.0926,0.343,98.082,4,soul
Jhayco,Frescura y Perreo,Sensual Bebé,1,209146,True,0.776,0.629,0,-6.09,1,0.0505,0.0268,0.0,0.114,0.104,97.066,4,reggae
Vickeblanka,Lucky Ending,Lucky Ending,45,255633,False,0.598,0.611,11,-5.116,1,0.0227,0.231,0.0,0.152,0.452,82.98,3,j-pop
Alessia Cara,Christmas Songs 2022,Make It To Christmas,0,211013,False,0.535,0.522,2,-7.87,1,0.0363,0.131,0.0,0.438,0.305,77.054,4,electro
Neophyte;Evil Activities,Alles Kapot (D-Fence Remix),Alles Kapot - D-Fence Remix,22,280519,True,0.716,0.99,11,-1.939,0,0.258,0.366,6.81e-05,0.649,0.0506,94.993,4,happy
Fear Factory,Groove Metal Roots & Branches,Body Hammer,0,305533,False,0.468,0.946,8,-6.635,1,0.0772,1.65e-05,0.0155,0.0987,0.362,81.961,4,metal
Choo Choo Soul,Choo Choo Soul,Chugga Chugga Choo Choo - Original Version,42,132493,False,0.922,0.976,10,-5.578,0,0.163,0.0727,4.25e-05,0.297,0.561,110.013,4,kids
Bedtime Baby,Baby Music: Help Your Baby Sleep Through The Night,Mary Had A Little Lamb,36,110472,False,0.434,0.224,5,-13.223,1,0.0478,0.98,0.838,0.107,0.177,77.335,4,sleep
Ed Solo;Skool Of Thought,Random Acts of Kindness,Always There,18,352058,False,0.605,0.792,10,-5.503,0,0.044,0.000803,0.709,0.0484,0.405,175.994,4,breakbeat
Jubin Nautiyal;Prakriti Kakar;Tanishk Bagchi;Anand-Milind,"Gazab Ka Hai Din (From ""Dil Juunglee"")","Gazab Ka Hai Din (From ""Dil Juunglee"")",57,236325,False,0.325,0.421,2,-8.636,1,0.0561,0.659,4.46e-06,0.0825,0.204,170.363,4,pop-film
Alexandre Desplat,The Lost King (Original Motion Picture Soundtrack),The Lost King,26,175800,False,0.491,0.446,5,-10.135,0,0.0482,0.878,0.573,0.264,0.33,123.683,4,french
Armin van Buuren,ASOT 1090 - A State Of Trance Episode 1090,"A State Of Trance (ASOT 1090) - Track Recap, Pt. 4",33,44910,False,0.577,0.632,6,-8.207,1,0.301,0.0969,0.0,0.244,0.683,135.43,4,progressive-house
Harris Jayaraj;Bhavatharini;Tippu;Dhanush;Abhay Jodhpurkar,Anegan (Original Motion Picture Soundtrack),Aathadi Aathadi,57,352426,False,0.753,0.449,7,-7.631,1,0.0288,0.347,0.0,0.219,0.557,134.891,3,pop-film
MC 張天賦,乾,乾,57,219070,False,0.531,0.342,6,-11.622,1,0.0319,0.667,0.0,0.0893,0.222,110.332,3,cantopop
James Hype,Say Yeah,Say Yeah,55,225218,False,0.731,0.988,1,-5.174,1,0.122,0.00251,0.799,0.0883,0.155,125.993,4,groove
Sachin Warrier;Vishnu Mohan Sithara,"O Baby (From ""Kshanam"")","O Baby - From ""Kshanam""",26,223044,False,0.644,0.646,2,-8.424,1,0.0616,0.0192,1.75e-05,0.21,0.353,110.014,4,malay
Gustav Holst;Sheku Kanneh-Mason;Isata Kanneh-Mason,Weihnachten Klassik 2022,In the Bleak Midwinter (Arr. Kanneh-Mason),0,331121,False,0.261,0.0443,5,-25.362,1,0.0481,0.974,0.749,0.107,0.244,76.769,4,british
Fluke,Six Wheels On My Wagon,Slowmotion,12,311106,False,0.66,0.452,7,-18.52,1,0.03,0.464,0.81,0.105,0.637,109.691,4,breakbeat
Elvis Costello & The Attractions,Blood And Chocolate,Blue Chair,21,220466,False,0.613,0.652,2,-7.214,1,0.0291,0.534,0.0,0.0874,0.703,117.293,4,power-pop
Daxson;Nation Of One,Black Hole Trance Music 10-22,Now or Never - Extended Mix,0,454883,False,0.579,0.891,7,-6.738,0,0.0385,0.000168,0.556,0.646,0.198,132.001,4,trance
Matt Johnson,"Acoustic Hits, Vol. 3",Beautiful In White,50,240000,False,0.619,0.278,4,-7.072,1,0.0267,0.836,0.0,0.121,0.233,129.948,4,acoustic
Negritude Junior,Bis - Negritude Junior,Tanajura,39,211866,False,0.632,0.6,4,-11.271,0,0.0663,0.285,0.0,0.219,0.557,88.574,4,samba
Rod Stewart,Mellow Adult Pop,Run Back Into Your Arms,0,206360,False,0.589,0.92,2,-5.716,1,0.0603,0.0857,0.0,0.355,0.893,146.439,3,rock
Koo Koo Kanga Roo,Fast Casual,Salad,14,131000,False,0.867,0.6,8,-11.77,1,0.161,0.0351,0.0,0.103,0.645,120.023,4,kids
Maranatha! Kids,"40 Nonstop Lagu Sekolah Minggu Abadi ,Vol. 3",Marilah Bergembira,29,46813,False,0.947,0.653,0,-5.569,1,0.0523,0.521,0.000204,0.0921,0.848,120.476,4,children
Xuefei Yang,Romance De Amor (International Version),楊雪霏,22,233133,False,0.151,0.122,9,-22.937,1,0.0432,0.966,0.94,0.0937,0.299,169.996,4,guitar
Helios,Introducing Type,Halving The Compass - Sampler Version,23,326693,False,0.347,0.244,2,-16.585,1,0.0361,0.906,0.915,0.335,0.211,115.044,4,ambient
Ignacio Corsini,El Caballero Cantor del Tango,Charlemos,20,140066,False,0.678,0.411,2,-6.643,0,0.0678,0.871,6.04e-06,0.117,0.742,122.455,4,tango
Todd Terry;Gypsymen;David Penn,Phoenix Music Amsterdam 2022,Babarabatiri - David Penn Remix,2,402000,False,0.802,0.947,9,-4.509,0,0.0597,0.0564,0.81,0.0724,0.565,124.002,4,disco
Alex Cruz;Brascon;Rubenson,Crazy,Crazy,64,232733,False,0.849,0.563,11,-8.471,0,0.0438,0.228,0.000448,0.0664,0.623,117.009,4,deep-house
Ten City,Judgement,Love Is Just A Game,9,246241,False,0.622,0.823,7,-7.471,1,0.0513,0.0303,0.000832,0.191,0.675,123.959,4,chicago-house
Alexisonfire,"""Watch out!""",White Devil,32,214786,True,0.19,0.871,4,-5.416,1,0.083,8.06e-06,1.74e-05,0.239,0.349,95.437,4,hardcore
Asspera,Garcha2 X To2 La2,Oportuncrisis,23,227403,True,0.437,0.956,11,-5.064,0,0.0635,3.37e-05,0.0118,0.341,0.437,192.076,4,heavy-metal
Jamie Cullum,Christmas Dinner 2022,It's Christmas,0,180626,False,0.534,0.533,5,-6.161,0,0.047,0.5,0.0,0.0875,0.478,136.854,4,jazz
Müzeyyen Senar,Çilingir Sofrası - Oturak Alemi,Sevmekten Kim Usanır,39,289733,False,0.327,0.422,5,-6.289,0,0.0398,0.803,0.00766,0.0947,0.34,145.945,4,j-rock
KSHMR;Jake Reese,Carry Me Home (feat. Jake Reese),Carry Me Home (feat. Jake Reese),52,191250,False,0.662,0.884,9,-4.104,0,0.0599,0.014,3.7e-05,0.087,0.484,128.029,4,progressive-house
Alireza Mashayekhi,Happy Electronic Sounds,"Computer Aesthetics, Op. 74",0,664607,False,0.225,0.00311,10,-16.369,1,0.0462,0.973,0.593,0.191,0.193,68.003,3,iranian
The Chainsmokers,Sick Boy,Sick Boy,69,193200,False,0.663,0.577,11,-7.518,0,0.0531,0.109,0.0,0.12,0.454,89.996,4,electro
Ritviz,Dev,Raahi,46,229615,False,0.719,0.817,1,-8.447,1,0.306,0.132,0.00379,0.0967,0.0747,103.853,4,indian
Calvin Harris;Dua Lipa;Young Thug,Potion (with Dua Lipa & Young Thug),Potion (with Dua Lipa & Young Thug),79,214459,True,0.824,0.697,11,-4.869,0,0.0473,0.158,4.11e-05,0.077,0.757,99.988,4,electro
Paul Simon,Helloween Party,The Werewolf,0,205666,False,0.742,0.684,11,-6.543,0,0.137,0.139,0.0,0.115,0.547,133.593,4,songwriter
Chris Thile,How To Grow A Woman From The Ground,The Eleventh Reel,20,208400,False,0.349,0.556,2,-14.956,1,0.0391,0.933,0.915,0.114,0.685,127.57,4,bluegrass
Electroforez,505 (Deluxe),Фейерверк,40,202874,False,0.569,0.687,9,-6.644,0,0.0439,0.0038,7.05e-05,0.178,0.361,159.924,4,synth-pop
Paul Johnson,I Can Make You A Big Freak,Go,5,526625,False,0.833,0.598,1,-10.02,0,0.0491,0.000286,0.768,0.0894,0.567,131.209,4,chicago-house
Codename Chinadoll;Gradient Island,Dank Beats & Pieces,Happy Mistakes,28,102400,False,0.714,0.218,0,-9.488,0,0.0473,0.375,0.779,0.157,0.359,100.029,5,study
Benjamin Ingrosso;Harpo,Moviestar (From Benjamin's),Moviestar - From Benjamin's,39,175925,False,0.586,0.861,5,-5.526,1,0.0421,0.16,0.0,0.0998,0.598,129.776,4,swedish
Farina,Perreo Tenebroso Vol. 1,El Problema,0,206173,False,0.535,0.651,0,-3.612,1,0.402,0.0542,0.131,0.0751,0.515,179.795,4,reggae
Kinobe,Café del Mar Ibiza - Made of Sunsets,Cinnamon,19,209807,False,0.443,0.37,5,-14.821,0,0.0259,0.125,0.923,0.142,0.305,77.976,4,trip-hop
Alle Farben;Moss Kena,From The Ashes - New Beats,Forgot How to Love,0,149055,False,0.579,0.87,7,-5.909,1,0.198,0.0268,0.0,0.446,0.557,123.892,4,german
The Prodigy,"Always Outnumbered, Never Outgunned",Spitfire,53,307800,False,0.563,0.924,2,-2.703,1,0.0412,0.000917,0.583,0.0352,0.26,119.089,4,breakbeat
Promo;G-Shock,Never Compromise,Demons - Promo Remix,28,396133,False,0.54,0.983,7,-2.578,1,0.578,0.0487,0.922,0.203,0.0695,159.837,4,hardcore
Pierce Fulton,Runaway (Radio Edit),Runaway - Radio Edit,49,193124,False,0.608,0.871,7,-4.639,1,0.0512,0.0675,0.0,0.11,0.611,128.036,4,progressive-house
Malon,Serie De Oro,Grito De Pilaga,28,284893,False,0.204,0.913,2,-7.034,1,0.102,0.000212,4.46e-06,0.209,0.388,181.44,4,heavy-metal
Bass Modulators,Defqon.1 2016,Oxygen - Orchestral Mix,20,190135,False,0.274,0.836,10,-3.011,0,0.0419,0.0141,1.72e-05,0.0648,0.214,145.793,4,hardstyle
Nickelback,Here and Now (Audio Only Version),When We Stand Together,67,190786,False,0.446,0.9,10,-3.541,0,0.0489,0.000102,1.89e-05,0.0404,0.88,187.961,4,metal
Timmies;Shiloh Dynasty,Passion & Confusion,I Dont Wanna Know Her,58,122204,False,0.836,0.287,9,-14.701,0,0.342,0.599,0.00439,0.352,0.358,109.934,3,chill
Cö Shu Nie,give it back,give it back,56,212476,False,0.461,0.591,1,-5.838,1,0.0496,0.463,0.0,0.05,0.354,99.826,4,anime
Todd Carey;Ariza;Chuck Leavell,Higher Love,Higher Love,30,173250,False,0.578,0.763,2,-4.824,1,0.0998,0.0916,2.8e-06,0.0743,0.394,96.808,4,acoustic
Alter Bridge,Pawns & Kings,Dead Among the Living,53,292338,False,0.284,0.935,10,-5.555,0,0.13,5.06e-06,0.000153,0.268,0.307,103.92,4,grunge
Ethan Ross;Max Volante,KILL THEM,KILL THEM,50,78095,True,0.728,0.862,9,-8.207,1,0.0443,0.324,0.00438,0.122,0.403,126.006,4,emo
Yasser Desai;Aakanksha Sharma,Shaadi Mein Zaroor Aana (Original Motion Picture Soundtrack),Jogi,67,273188,False,0.651,0.562,9,-5.787,1,0.0302,0.601,0.0,0.121,0.607,81.029,4,pop-film
The Party Cats,Halloween Party Canzoni per Bambini 2022,Cotton Eye Joe,0,203413,False,0.669,0.979,9,-9.201,1,0.0574,0.013,1.42e-06,0.363,0.467,132.17,4,kids
Elvis Costello & The Attractions,Punch The Clock,Let Them All Talk,22,186066,False,0.588,0.887,4,-7.593,0,0.0488,0.107,0.0,0.313,0.935,156.062,4,power-pop
Major RD;Rock Danger;Azzy;Baratapai,Troféu,60K - Remix,49,163428,True,0.844,0.751,6,-4.651,1,0.129,0.596,4.38e-06,0.0507,0.801,132.999,4,brazil
Şehinşah,666,Intro,42,151081,True,0.616,0.706,11,-7.381,0,0.139,0.315,0.0,0.124,0.126,140.162,4,turkish
Powfu;Sarcastic Sounds;Rxseboy,poems of the past,ill come back to you (feat. Sarcastic Sounds & Rxseboy),63,134881,False,0.652,0.483,8,-9.964,0,0.291,0.658,0.0,0.393,0.372,75.987,4,sad
Vince Guaraldi,Peanuts Portraits,Sally’s Blues,29,120000,False,0.625,0.373,7,-10.051,1,0.111,0.91,0.962,0.34,0.574,143.726,3,piano
Adele,21,Set Fire to the Rain,80,242973,False,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,4,soul
My Chemical Romance,The Black Parade,Teenagers,81,161920,False,0.463,0.857,4,-3.063,1,0.0632,0.0506,0.0,0.184,0.856,111.647,4,punk
The Temptations,The Temptations Sing Smokey,My Girl,79,165000,False,0.572,0.418,0,-10.738,1,0.0349,0.635,0.0,0.0961,0.694,104.566,4,soul
Hans Zimmer;Adam Lukas;James Everingham;AURORA,Frozen Planet II (Original Television Soundtrack),Showdown at the Shore,30,286588,False,0.22,0.327,11,-15.845,0,0.0413,0.336,0.947,0.124,0.078,119.603,4,german
DJ Snake;Zomboy,Carte Blanche,Quiet Storm (with Zomboy),47,225600,False,0.562,0.985,1,-1.869,1,0.0716,0.00124,0.846,0.886,0.358,150.069,4,electronic
Ben Platt,Dear Evan Hansen (Original Motion Picture Soundtrack),For Forever - From The “Dear Evan Hansen” Original Motion Picture Soundtrack,49,310765,False,0.357,0.339,5,-8.854,1,0.048,0.332,1.01e-05,0.0936,0.211,91.602,5,show-tunes
Motorpsycho,Ancient Astronauts,The Ladder,27,400500,False,0.291,0.652,8,-11.597,1,0.0804,0.00209,0.845,0.0502,0.0705,181.99,3,psych-rock
Creedence Clearwater Revival,REGNIG DAG,Have You Ever Seen The Rain,1,159693,False,0.779,0.662,0,-5.826,1,0.0284,0.141,1.16e-05,0.119,0.811,116.115,4,country
Nima A.M.,Resultant Vector,The Ego,0,306000,False,0.59,0.839,11,-4.945,0,0.0512,0.000726,0.876,0.116,0.138,124.015,4,iranian
Rovalio,Shuru Karein,Shuru Karein,50,146891,False,0.586,0.402,0,-10.913,0,0.0301,0.421,0.903,0.135,0.155,150.012,4,electro
Jhayco;Mariah Angeliq;Eq,Perreo Tenebroso Vol. 3,Costear - Remix,0,224506,False,0.753,0.505,2,-7.569,1,0.0641,0.105,0.0,0.109,0.36,149.015,4,latin
CoComelon,"CoComelon Kids Hits, Vol. 5",Thank you Song,53,183917,False,0.722,0.423,1,-12.452,1,0.042,0.692,3.74e-06,0.0875,0.944,180.018,4,children
Bonde do gato preto,Verão do Gato Preto,Espelho do Poder,39,121913,False,0.875,0.72,8,-3.865,1,0.0396,0.407,0.0354,0.133,0.862,130.055,4,forro
Anitta;J Balvin,Downtown,Downtown,72,193456,False,0.775,0.679,4,-4.985,0,0.135,0.18,7.26e-05,0.068,0.619,166.008,4,funk
HUGEL;Damien N-Drix,Tengo ganas de ti,Tengo ganas de ti,47,218880,False,0.712,0.864,1,-6.875,1,0.0456,0.00182,0.651,0.0385,0.0856,124.987,4,deep-house
Showtek,Analogue Players In A Digital World,Generation Kick & Bass,23,237989,False,0.684,0.839,3,-8.397,0,0.228,0.0136,0.89,0.0871,0.184,147.983,4,hardstyle
Gentle Bones,"dear me,","dear me,",59,165967,False,0.629,0.459,11,-8.846,1,0.0303,0.38,4.1e-06,0.205,0.435,138.059,4,chill
Rasta Chinela,Rasta Chinela as 20+,Mel da Sua Boca,43,214026,False,0.602,0.952,2,-2.649,1,0.0661,0.125,0.0,0.109,0.823,192.286,4,forro
Adolescent's Orquesta,Sellos de Mi Adn,Spanish Girl,32,215899,False,0.695,0.89,4,-2.157,0,0.0389,0.572,5.27e-06,0.103,0.893,173.172,4,salsa
KayBlack,Zoológico,Zoológico,47,143653,False,0.874,0.543,0,-9.745,0,0.106,0.0763,0.0,0.106,0.518,110.056,4,funk
Calvin Harris;Dua Lipa;Oliver Heldens,One Kiss (with Dua Lipa) [Remixes],One Kiss (with Dua Lipa) - Oliver Heldens Remix,56,281266,False,0.717,0.752,0,-6.933,1,0.065,0.251,0.000468,0.0802,0.14,123.97,4,progressive-house
Glass Animals,Dreamland (+ Bonus Levels),Heat Waves,88,238805,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,pop
MASN,How To Kill A Rockstar,Psycho!,68,197217,True,0.876,0.312,7,-10.17,1,0.0521,0.443,0.0,0.247,0.377,114.973,4,chill
Ron Trent,Pop Dip and Spin,Pop Dip and Spin - Original Mix,11,664130,False,0.921,0.611,7,-8.423,1,0.0637,0.0017,0.91,0.0374,0.561,114.963,4,chicago-house
Porya Hatami,The Garden,Bee,5,424999,False,0.277,0.303,6,-21.53,1,0.039,0.962,0.914,0.372,0.19,104.854,3,iranian
